product_name,brand,ratings,num_of_reviews,old_price,product_price
Garnier Fructis Pure Clean Pure Clean Hydrating Conditioner for All Hair Types - 12 fl oz,Garnier Fructis Pure Clean,4.0,1013.0,0.0,5.49
"Poise Incontinence Pads & Postpartum Incontinence Pads, 6 Drop Ultimate Absorbency 6 Ultimate Regular - 33 ea",Poise,4.0,2261.0,0.0,18.99
Garnier Whole Blends Smoothing Shampoo with Coconut Oil & Cocoa Butter Extracts - 12.5 fl oz,Garnier Whole Blends,4.5,7984.0,0.0,5.99
Dove Gentle Exfoliating Body Wash with Sea Minerals - 20 fl oz,Dove,4.5,979.0,0.0,7.0
Eucerin Original Healing Cream Fragrance Free - 16 oz,Eucerin,4.0,467.0,0.0,21.99
"Poise Postpartum Incontinence Pads, Long 4 Drop Moderate Absorbency 4 Moderate Long - 54 ea",Poise,4.0,1433.0,0.0,18.99
Sensodyne Repair & Protect Extra Fresh Toothpaste For Sensitive Teeth - 3.4 oz,Sensodyne,4.5,3009.0,0.0,7.99
Super Poligrip Denture Adhesive Cream Additive Free - 2.4 oz,Super Poligrip,4.0,117.0,0.0,5.49
Sensodyne Extra Whitening Sensitive Teeth Toothpaste - 4 oz x 2 pack,Sensodyne,4.5,2139.0,0.0,14.99
"Always Infinity Feminine Pads For Women With Wings, Heavy Unscented, Size 2 (16 ct) - 16 ea",Always,4.5,1440.0,0.0,6.99
Lubriderm Lotion Unspecified - 16 fl oz,Lubriderm,4.5,782.0,0.0,14.49
Vaseline Hand and Body Lotion Cocoa Radiant - 20.3 fl oz,Vaseline,4.0,1526.0,0.0,9.79
Aveeno Daily Moisturizing Lotion with Oat for Dry Skin Fragrance Free - 12 fl oz,Aveeno,4.5,3563.0,0.0,11.49
Arm & Hammer Peroxi-Care Fluoride Anti-Cavity Toothpaste Mint - 6 oz,Arm & Hammer,4.0,393.0,0.0,5.79
Walgreens Certainty Women's Overnight ComfortLux Underwear X-Large - 14 ea,Walgreens Certainty,4.0,301.0,0.0,12.99
TheraBreath Dry Mouth Lozenges Mandarin Mint - 100 ea,TheraBreath,4.5,236.0,0.0,11.49
"Halls Relief Mentho-Lyptus Cough Drops, Economy Pack - 80 ea",Halls,4.5,106.0,0.0,7.99
"Walgreens Maxi Pads With Flexi-Wings Unscented, Size 5 (ct 36) - 36 ea",Walgreens,4.5,286.0,0.0,7.49
L'Oreal Paris Elvive Volume Filler Thickening Conditioner - 12.6 fl oz,L'Oreal Paris Elvive,4.0,165.0,0.0,5.49
Vicks Pediatric Vapor Plug - 1 ea,Vicks,4.0,95.0,0.0,15.99
Degree Antiperspirant Deodorant Pure Clean - 2.6 oz,Degree,4.5,1051.0,0.0,6.49
O'Keeffe's Working Hands Hand Cream Unscented - 3 oz,O'Keeffe's Working Hands,4.5,95.0,0.0,8.49
"Gold Bond Healing Hydrating Cream, With Aloe Aloe - 5.5 oz",Gold Bond,4.0,1331.0,0.0,7.29
"Walgreens Maxi Pads, Regular, Wingless Size 1 (ct. 48) - 48 ea",Walgreens,4.5,239.0,0.0,4.49
SheaMoisture Bar Soap Coconut and Hibiscus - 8 oz,SheaMoisture,4.0,509.0,0.0,6.79
Aveeno Skin Relief Repairing Hand Mask For Dry Skin Fragrance Free - 1 pr,Aveeno,4.0,387.0,0.0,3.99
Walgreens Petroleum Jelly Unscented - 13 oz,Walgreens,4.0,130.0,0.0,5.99
Nivea Nourishing Skin Firming Body Lotion - 16.9 fl oz,Nivea,4.5,264.0,0.0,12.99
BIC Women's Disposable Razors - 10 EA,BIC,4.0,245.0,0.0,2.99
Walgreens Cough Drops Cherry - 200 ea,Walgreens,4.5,215.0,0.0,6.49
Yardley of London Nourishing Bath Bar Oatmeal & Almond (Actual Item May Vary) - 4 oz x 4 pack,Yardley of London,4.5,3918.0,0.0,4.99
Yardley of London Nourishing Bath Bar English Lavender - 4 oz,Yardley of London,4.5,6699.0,0.0,2.29
Vaseline Soothing Hydration Body Lotion Aloe Soothe - 20.3 fl oz,Vaseline,4.0,910.0,0.0,9.79
StainAway Plus Powered Professional Strength Denture Cleanser (Packaging May Vary) - 8.1 fl oz,StainAway Plus,4.5,177.0,0.0,6.49
"Vicks VapoCool Medicated Sore Throat Drops, With Menthol, Over-the-Counter Medicine Winterfrost - 45 ea",Vicks,4.5,139.0,0.0,6.99
"Poise Daily Liners, Incontinence Panty Liners, Very Light Absorbency, Regular Length 2 (48 ct) - 48 ea",Poise,4.5,4939.0,0.0,7.49
Dove Style+Care Hairspray Flexible Hold - 7 oz,Dove,4.0,937.0,0.0,7.99
Neutrogena Ultra Sheer Dry-Touch SPF 55 Sunscreen Lotion - 3 fl oz,Neutrogena,4.0,546.0,0.0,14.99
BIC Flex 5 Hybrid Men's Disposable Razor - 1 ea,BIC,4.0,346.0,0.0,7.79
"Colgate Adult Manual Full Head Toothbrush, Medium One Size Multicolor - 1 ea",Colgate,4.5,305.0,0.0,1.29
"Walgreens Ultra Thin Maxi Pads With Flexi-Wings Unscented, Size 4 (ct 52) - 52 ea",Walgreens,4.5,205.0,0.0,7.49
Eucerin Advanced Repair Hand Cream Fragrance Free - 2.7 oz,Eucerin,3.5,437.0,0.0,5.99
"Depend Adult Incontinence Underwear for Women, Disposable L (17 ct), Blush Blush - 17 ea",Depend,4.5,2450.0,0.0,18.99
Fixodent Complete Original Denture Adhesive Cream Original - 2.4 oz x 2 pack,Fixodent,4.0,431.0,0.0,12.99
Maybelline Baby Lips Dr Rescue Medicated Lip Balm Coral Crave - 0.15 oz,Maybelline Baby Lips,4.0,292.0,0.0,5.49
U by Kotex Balance Sized for Teens Ultra Thin Pads with Wings Unscented - 14 ea,U by Kotex,4.5,1890.0,0.0,7.99
Nivea Skin Firming Hydration Body Lotion - 16.9 fl oz,Nivea,4.5,1573.0,0.0,12.99
Walgreens Sore Throat Lozenges Cherry - 18 ea,Walgreens,4.0,55.0,0.0,4.79
Garnier Whole Blends Hydrating Shampoo with Coconut Water & Aloe Vera Extracts - 12.5 fl oz,Garnier Whole Blends,4.5,450.0,0.0,5.99
Garnier Whole Blends Smoothing Conditioner Coconut Oil & Cocoa Butter Extract - 12.5 fl oz,Garnier Whole Blends,4.5,7582.0,0.0,5.99
Nexxus Mousse + Volumizing Foam - 10.6 oz,Nexxus,4.0,457.0,0.0,17.99
Hyland's Naturals Kids Cold & Cough - 4 fl oz,Hyland's Naturals,4.0,122.0,0.0,12.99
Biotene Fluoride Toothpaste Fresh Mint - 4.3 oz,Biotene,4.0,535.0,0.0,8.49
Dove Deep Moisture Body Wash with Pump Deep Moisture - 30.6 fl oz,Dove,4.5,7495.0,0.0,12.99
Degree Antiperspirant Deodorant Dry Spray Shower Clean - 3.8 oz,Degree,4.0,456.0,0.0,7.49
Aveeno Daily Moisturizing Lotion with Oat for Dry Skin Fragrance Free - 8 oz,Aveeno,4.5,3313.0,0.0,9.99
"Walgreens Ultra Thin Maxi Pads, Long Super, Wingless Unscented, Size 2 (ct 40) - 40 ea",Walgreens,4.5,271.0,0.0,4.49
Ricola Herb Throat Drops Sugar Free Lemon Mint - 45 ea,Ricola,4.5,289.0,0.0,7.49
Degree Antiperspirant Deodorant Sexy Intrigue - 2.6 oz,Degree,4.5,832.0,0.0,6.49
Aquaphor Lip Repair Stick - 0.17 oz x 2 pack,Aquaphor,4.5,987.0,0.0,10.99
Colgate Cavity Protection Toothpaste With Fluoride Great Regular Flavor - 6 oz x 2 pack,Colgate,4.5,331.0,0.0,5.29
Ivory Bar Soap Original - 3.17 oz x 3 pack,Ivory,3.0,973.0,0.0,4.79
"Depend Adult Incontinence Underwear for Women, Disposable, Maximum Medium Blush - 18 ea",Depend,4.0,2319.0,0.0,18.99
Nivea Men Maximum Hydration Nourishing Body Lotion - 16.9 fl oz,Nivea Men,4.5,193.0,0.0,10.99
"Walgreens Maxi Pads With Flexi-Wings Unscented, Size 4 (ct 28) - 28 ea",Walgreens,4.5,434.0,0.0,4.49
Q-tips Cotton Swabs Original - 375 ea,Q-tips,4.0,1805.0,0.0,4.79
Dove Body Wash Lavender Oil & Chamomile - 20 fl oz,Dove,4.5,567.0,0.0,7.0
"Walgreens Ultra Thin Maxi Pads With Flexi-Wings Unscented, Size 4 (ct 28) - 28 ea",Walgreens,4.5,196.0,0.0,4.49
Garnier Whole Blends Hydrating Conditioner with Coconut Water & Aloe Vera Extract - 12.5 fl oz,Garnier Whole Blends,4.5,437.0,0.0,5.99
"Depend Adult Incontinence Underwear for Men, Disposable L (17 ct) Grey - 17 ea",Depend,4.0,1511.0,0.0,18.99
"Walgreens Ultra Thin Maxi Pads With Flexi-Wings Unscented, Size 1 (ct 36) - 36 ea",Walgreens,4.5,197.0,0.0,4.49
Nature's Bounty Lutein Softgels 40 mg - 30 ea,Nature's Bounty,4.5,66.0,0.0,29.99
"BIC Men's Disposable Razors, For a Smooth, Ultra-Close Shave - 3 ea",BIC,4.5,224.0,0.0,6.79
"Garnier Fructis Style Volume Anti-Humidity Hairspray, Extra Strong Hold - 8.25 oz",Garnier Fructis Style,4.0,138.0,0.0,7.99
"Garnier Fructis Style Curl Construct Creation Mousse with Coconut Water, For Curly Hair - 6.8 oz",Garnier Fructis Style,4.0,648.0,0.0,5.99
Halls Economy Bag - 80 ea,Halls,4.5,100.0,0.0,7.99
Olay Anti-Wrinkle Day Face Lotion with Sunscreen SPF 15 - 3.4 fl oz,Olay,4.5,168.0,0.0,17.99
CeraVe Face and Body Moisturizing Cream for Normal to Dry Skin with Hyaluronic Acid Unscented - 16 oz,CeraVe,4.5,15860.0,0.0,18.99
Walgreens Beauty Mesh Sponge Assorted (Color May Vary) - 1 ea,Walgreens Beauty,4.0,67.0,0.0,1.99
Crest Outlast Complete Whitening Toothpaste Long Lasting Mint - 5.4 oz,Crest,4.5,3738.0,0.0,4.0
CeraVe Healing Ointment to Protect and Soothe Dry Skin - 12 oz,CeraVe,4.5,1385.0,0.0,19.99
Walgreens Saline Nasal Moisturizing Spray - 1.5 fl oz,Walgreens,4.0,105.0,0.0,4.29
"Delsym Adult 12 hour Cough Relief Medicine, Cough Suppressing Liquid Grape - 5 Oz",Delsym,4.5,150.0,0.0,17.99
Flonase Allergy Relief Nasal Spray - 0.38 fl oz,Flonase,4.5,1244.0,0.0,21.99
"Old Spice Men's Antiperspirant & Deodorant, 24/ 7 Sweat Protection Oasis with Vanilla - 2.26 oz",Old Spice,4.5,990.0,0.0,9.79
"Always Ultra Thin Overnight Pads Unscented, Size 4, Overnight - 36 ea",Always,4.5,891.0,0.0,12.99
Oral-B Glide Bacteria Guard Dental Floss Picks Mint - 75 ea,Oral-B Glide,4.5,481.0,0.0,4.0
Degree Advanced Protection Antiperspirant Deodorant Dry Spray Lavender & Waterlily - 3.8 oz,Degree Advanced Protection,4.5,386.0,0.0,7.49
Pantene Daily Moisture Renewal 72 Hour Lush Moisture Conditioner No Scent - 10.4 fl oz,Pantene,4.5,365.0,0.0,5.0
Pantene Daily Moisture Renewal 72 HR Lush Moisture Shampoo No scent - 17.9 fl oz,Pantene,4.5,332.0,0.0,7.0
Pantene Daily Moisture Renewal 72 HR Lush Moisture Shampoo Fresh - 27.7 oz,Pantene,4.5,330.0,0.0,8.0
Walgreens True Metrix Self-Monitoring Blood Glucose Test Strips - 60 ea,Walgreens,4.5,311.0,0.0,18.99
"Purell Advanced Hand Sanitizer, Pump - 8 fl oz",Purell,4.5,288.0,0.0,3.59
Mucinex InstaSoothe Sore Throat + Soothing Comfort Lozenges Honey & Echinacea - 40 ea,Mucinex InstaSoothe,4.5,261.0,0.0,6.99
Blistex Medicated Lip Ointment - 0.21 oz x 2 pack,Blistex,4.5,253.0,0.0,6.49
Walgreens True Metrix Self-Monitoring Blood Glucose Test Strips - 30 ea,Walgreens,4.5,185.0,0.0,9.99
Halls Cough Drops (Actual Item May Vary) - 80 ea,Halls,4.5,106.0,0.0,7.99
"Vicks Severe Medicated Sore Throat Drops, Fast-Acting Max Strength Relief - 18 ea",Vicks,4.5,59.0,0.0,3.99
Black Girl Sunscreen SPF 30 - 3 fl oz,Black Girl Sunscreen,4.5,57.0,0.0,17.99
Carmex Daily Care Minis Moisturizing Lip Balm Tubes with SPF - 0.18 oz x 5 pack,Carmex,4.5,47.0,0.0,7.49
"Always Discreet Adult Incontinence Pads for Women, Ultimate Extra Protect Absorbency No scent, Long length - 42 ea",Always Discreet,4.5,16.0,0.0,24.99
"Depend Adult Incontinence Underwear for Men, Disposable, Maximum S-M (ct 32) Grey - 32 EA",Depend,4.0,1802.0,0.0,24.99
Garnier Fructis Style Brilliantine Shine Glossing Spray - 3 fl oz,Garnier Fructis Style,4.0,1047.0,0.0,5.99
"Garnier Fructis Style Curl Shape Defining Spray Gel with Coconut Water, For Curly Hair - 8.5 fl oz",Garnier Fructis Style,4.0,1035.0,0.0,5.99
Pantene Classic Clean 2-in-1 Shampoo & Conditioner Floral - 12 fl oz,Pantene,4.0,966.0,0.0,5.0
Pantene Daily Moisture Renewal 72 HR Lush Moisture Conditioner Fresh - 25.1 fl oz,Pantene,4.0,733.0,0.0,8.0
Suave Antiperspirant & Deodorant Stick Coconut Kiss - 1.2 oz,Suave,4.5,378.0,0.0,2.49
"Mucinex InstaSoothe Sore Throat + Cough Relief, Sore Throat Lozenges Alpine Herbs & Mint - 40 ea",Mucinex InstaSoothe,4.5,301.0,0.0,6.99
"Garnier Fructis Style Curl Sculpt Conditioning Cream Gel, For Curly Hair - 5.1 fl oz",Garnier Fructis Style,4.0,297.0,0.0,5.99
SheaMoisture Conditioner Coconut & Hibiscus - 13 fl oz,SheaMoisture,4.0,229.0,0.0,12.99
Walgreens Urinary Tract Infection Home Test - 1 ea x 3 pack,Walgreens,4.0,229.0,0.0,10.99
Walgreens Certainty Adult Incontinence Stretch Briefs with Tabs Large/ X-Large - 28 ea,Walgreens Certainty,4.0,217.0,0.0,18.99
"Burt's Bees Kids Toothpaste, Fluoride Free Bubblegum - 4.7 oz",Burt's Bees,4.5,138.0,0.0,4.79
Walgreens Premoistened Lens Wipes - 120 ea,Walgreens,4.0,124.0,0.0,11.99
DrugConfirm 7 Drugs Home Drug Test - 1 ea,DrugConfirm,4.0,91.0,0.0,29.99
"Vicks Vapor Pads Family Pack Lavender, Rosemary - 12 ea",Vicks,4.0,60.0,0.0,15.99
Soap & Glory Heel Genius Moisturizing Foot Cream - 4.2 fl oz,Soap & Glory,4.0,33.0,0.0,10.0
Vicks VapoCOOL SEVERE Medicated Sore Throat Drops Honey Lemon Chill - 18 ea,Vicks,4.0,25.0,0.0,3.99
Walgreens 5 Second Flex-Tip Digital Thermometer - 1 ea,Walgreens,3.5,180.0,0.0,16.99
"Mucinex InstaSoothe Sore Throat Relief Drops, For Soothing Comfort Honey & Echinacea - 20 ea",Mucinex InstaSoothe,3.5,103.0,0.0,4.99
Nivea Lip Care Strawberry Lip Care - 0.17 oz x 2 pack,Nivea Lip Care,3.5,23.0,0.0,4.99
ChapStick Classic Lip Balm Tube Original - .15 oz,ChapStick,3.0,170.0,0.0,1.99
Walgreens Perfection Silk Tampons Multipack Unscented - 36 EA,Walgreens,0.0,0.0,0.0,5.99
Exergen Comfort Scanner Temporal Thermometer - 1 Each,Exergen,4.0,749.0,0.0,44.99
WaxRx pH Conditioned Ear Wash System - 1 ea,WaxRx,4.0,322.0,0.0,39.99
Walgreens Premium True Metrix Self-Monitoring Blood Glucose Meter Black - 1 ea,Walgreens,3.5,584.0,0.0,19.99
Walgreens Sitz Bath - 1 ea,Walgreens,3.5,243.0,0.0,21.99
L'Oreal Paris Superior Preference Fade-Defying + Shine Permanent Hair Color Extra Light Natural Blonde LB02 - 1 ea,L'Oreal Paris Superior Preference,3.5,124.0,0.0,12.99
Walgreens A1C Test Kit - 1 set,Walgreens,3.5,483.0,0.0,49.99
First Response Early Result Pregnancy Test - 2 ea,First Response,4.0,5602.0,0.0,18.99
Hyland's Naturals Earache Drops (Actual Item May Vary) - 0.33 fl oz,Hyland's Naturals,4.0,170.0,0.0,11.49
Vicks Personal Steam Inhaler - 1 ea,Vicks,4.0,682.0,0.0,59.99
CONTOUR NEXT Blood Glucose Strips Value Pack - 70 ea,CONTOUR NEXT,4.0,578.0,0.0,36.99
Braun Thermoscan Ear Thermometer - 1 ea,Braun Thermoscan,4.5,468.0,0.0,40.99
"Lamisil Lamisil Athlete's Foot Antifungal Cream, 1% Terbinafine Hydrochloride, 1.0 oz - 1 oz",Lamisil,4.5,255.0,0.0,21.99
Walgreens Antibacterial Plus Urinary - 24 ea,Walgreens,4.0,155.0,0.0,13.49
"Debrox Earwax Removal Kit, Ear Drops and Bulb Ear Syringe - 0.5 fl oz",Debrox,4.0,313.0,0.0,10.99
Rogaine Men's Extra Strength 5% Minoxidil Solution Unscented - 2 fl oz x 3 pack,Rogaine,3.5,352.0,0.0,74.99
"AZO Yeast Plus Dual Relief, Homeopathic, Tablets - 60 ea",AZO,3.5,245.0,0.0,11.49
Walgreens Auto Arm Blood Pressure Monitor - 1 ea,Walgreens,3.5,582.0,0.0,42.99
Walgreens Clotrimazole Vaginal Cream - 1.5 oz,Walgreens,4.0,95.0,0.0,15.99
Systane Ultra Lubricant Eye Drops - 0.33 fl oz,Systane Ultra,4.5,296.0,0.0,14.99
Walgreens True Focus Self-Monitoring Blood Glucose Test Strips - 50 ea,Walgreens,4.0,159.0,0.0,17.99
SheaMoisture Curl Enhancing Smoothie Coconut & Hibiscus - 3.2 oz,SheaMoisture,3.5,1775.0,0.0,2.99
Braun Thermoscan Lens Filters (Actual Item May Vary) - 40 ea,Braun Thermoscan,4.5,130.0,0.0,9.99
Walgreens Soothing Eye Wash - 4 fl oz,Walgreens,4.0,168.0,0.0,4.79
Monistat 1-Day Yeast Infection Treatment - 0.16 oz,Monistat,3.5,97.0,0.0,23.99
Walgreens Disposable Probe Covers - 60 ea,Walgreens,4.5,97.0,0.0,5.99
Orajel Baby Daytime and Nighttime Non-Medicated Cooling Gels for Teething - 0.18 oz x 2 pack,Orajel,4.0,179.0,0.0,6.79
PATADAY Eye Itch Relief - 5 mL,PATADAY,4.5,311.0,0.0,19.99
Releev 1 Day Cold Sore Symptom Treatment - 0.2 oz,Releev,4.0,249.0,0.0,18.99
SNORERx Snore Rx Stop Snoring Mouthguard - 1 ea,SNORERx,3.0,307.0,0.0,59.99
Colgate Peroxyl Antiseptic Mouth Sore Rinse Mild Mint - 8.4 fl oz,Colgate,4.5,281.0,0.0,8.99
Quantum Health Cold Sore Bandage - 12 ea,Quantum Health,3.0,88.0,0.0,9.99
Monistat 3 Day Ovule Inserts Plus External Cream Combination Pack - 1 set,Monistat,4.0,110.0,0.0,21.99
"Aveeno Soothing Bath Soak For Eczema, Natural Colloidal Oatmeal Single Use Packets (Actual Item May Vary) - 1.5 oz x 8 pack",Aveeno,4.5,323.0,0.0,7.99
Nizoral Anti-Dandruff Shampoo - 7 fl oz,Nizoral,4.5,3763.0,0.0,21.99
Orajel 3X Medicated For All Mouth Sores Gel - 0.42 oz,Orajel,4.0,150.0,0.0,9.79
Clinere Personal Ear Cleaners for Earwax Removal - 10 ea,Clinere,3.5,96.0,0.0,9.99
Softsoap Liquid Hand Soap Aquarium Refill - 50 fl oz,Softsoap,4.0,1274.0,0.0,6.99
Oral-B Pro-Flex Stain Eraser Manual Toothbrush Medium Full Head - 1 ea,Oral-B,4.5,303.0,0.0,5.0
"Bio-Oil Body Oil for Scars and Stretch Marks, Serum Hydrates - 2 fl oz",Bio-Oil,4.0,112.0,0.0,11.69
Walgreens Digital 10 Second Flexible Tip Thermometer - 1 ea,Walgreens,3.0,208.0,0.0,15.99
Walgreens On The Move Spray Bottle for Travel Clear - 1 ea,Walgreens,4.0,92.0,0.0,2.99
Walgreens Saline Solution - 12 fl oz,Walgreens,4.0,65.0,0.0,3.99
Flonase Sensimist Allergy Relief Nasal Spray 120 Sprays - 0.31 fl oz,Flonase,4.5,1638.0,0.0,28.99
Clearblue Digital Pregnancy Test with Smart Countdown - 2 ea,Clearblue,4.5,619.0,0.0,22.99
Scalpicin Maximum Strength Liquid Scalp Itch Treatment - 1.5 fl oz,Scalpicin,4.5,99.0,0.0,9.79
Walgreens True Metrix Self-Monitoring Blood Glucose Test Strips - 50 ea,Walgreens,4.0,300.0,0.0,42.99
L.A. Looks Absolute Styling Sport Hair Gel - 20 oz,L.A. Looks,4.0,83.0,0.0,4.29
Ayr Saline Nasal Gel - 0.5 oz,Ayr,4.5,251.0,0.0,7.79
Systane Ultra High Performance Lubricant Eye Drops - 20 ml x 2 pack,Systane Ultra,4.5,457.0,0.0,26.99
Clearblue Pregnancy Test Combo Pack - 2 ea,Clearblue,4.5,1330.0,0.0,17.99
Clairol Nice 'n Easy Permanent Hair Color 4 Dark Brown - 1 ea,Clairol Nice 'n Easy,4.5,429.0,0.0,9.29
CeraVe Face and Body Moisturizing Cream for Normal to Dry Skin Unscented - 12 oz,CeraVe,4.5,16140.0,0.0,16.99
Clairol Nice 'n Easy Root Touch-Up Permanent Hair Color 5 Medium Brown - 1 ea,Clairol Nice 'n Easy,4.0,499.0,0.0,10.49
Vaseline Healing Jelly Original Original (Actual Item May Vary) - 13 oz,Vaseline,4.5,2974.0,0.0,7.99
Walgreens Miconazole 7 Vaginal Antifungal Cream - 1.59 oz,Walgreens,3.5,176.0,0.0,14.99
Vagisil Anti-Itch Creme - 1 oz,Vagisil,4.0,109.0,0.0,11.49
Neutrogena Therapeutic Shampoo - 4.5 fl oz,Neutrogena,4.5,787.0,0.0,11.49
"U by Kotex Balance Thin Wrapped Liners Unscented, Regular (50 ct) - 50 ea",U by Kotex,4.5,3070.0,0.0,6.99
Walgreens Whitening Wraps with Advanced Form Fitting Technology Mint - 28 ea,Walgreens,3.5,221.0,0.0,24.99
CloSYS Ultra Sensitive Mouth Rinse Unflavored - 32 fl oz,CloSYS,4.5,263.0,0.0,14.99
"Crest Classic Vivid At-home Teeth Whitening Kit 10 Treatments, 6 Levels Whiter - 10 ea",Crest,4.0,1726.0,0.0,29.99
Herbal Essences Hair Repair Shampoo Argan Oil - 13.5 fl oz,Herbal Essences,4.5,3815.0,0.0,11.99
Gold Bond Cocoa Butter Glow Daily Hydrating Lotion Light Brown - 14 oz,Gold Bond,4.5,645.0,0.0,11.99
Walgreens Motion Sickness Relief Chewable Tablets Raspberry - 16 ea,Walgreens,4.0,85.0,0.0,8.49
Walgreens Deluxe Arm Blood Pressure Monitor - 1 ea,Walgreens,3.5,542.0,0.0,54.99
OCuSOFT Retaine MGD Lubricant Eye Drops Single-Dose Containers - 0.01 fl oz x 30 pack,OCuSOFT,4.5,407.0,0.0,26.99
Systane Ultra Lubricant Eye Drops High Performance - 0.28 oz x 2 pack,Systane Ultra,4.5,198.0,0.0,13.99
Benzedrex Inhaler Nasal Decongestant - 1 ea,Benzedrex Inhaler,4.5,100.0,0.0,8.99
Orajel 4X Medicated For Toothache & Gum Gel - 0.25 oz,Orajel,3.5,201.0,0.0,11.49
Oral-B Advanced Sensitive Toothbrushes Extra soft - 2 ea,Oral-B,4.0,187.0,0.0,6.0
Walgreens 24 Hour Budesonide Nasal Spray - 0.29 fl oz,Walgreens,4.0,214.0,0.0,23.99
Omron 3 Series Upper Arm Blood Pressure Monitor (BP7100) - 1 ea,Omron,4.0,482.0,0.0,59.99
Walgreens Ear Wax Removal Drops - 0.5 fl oz,Walgreens,4.5,84.0,0.0,6.49
Refresh Tears Lubricant Eye Drops (Actual Item May Vary) - 0.5 fl oz x 2 pack,Refresh,4.5,260.0,0.0,17.99
"Oral-B Glide Pro-Health Comfort Plus Dental Floss, Extra Soft Mint - 43.7 yd x 2 pack",Oral-B Glide,4.5,240.0,0.0,9.0
Cepacol Extra Strength Medicated Sore Throat Lozenges Cherry - 16 ea,Cepacol,4.5,270.0,0.0,5.99
Oral-B Pro 1000 CrossAction Electric Toothbrush White - 1 set,Oral-B,4.5,1261.0,0.0,66.99
Quantum Health Lysine+ Cold Sore Ointment - 0.25 oz,Quantum Health,4.0,156.0,0.0,6.99
"Walgreens Docosanol Cream, 10% - 0.07 oz",Walgreens,4.0,209.0,0.0,17.99
TRESemme Extra Hold Hairspray Extra Hold - 11 oz,TRESemme,4.5,900.0,0.0,7.99
Walgreens Saline Solution - 12 fl oz x 2 pack,Walgreens,4.5,79.0,0.0,6.79
Walgreens Motion Sickness Relief Tablets - 16 ea,Walgreens,4.0,94.0,0.0,8.49
Refresh Lubricant Eye Drops Preservative-Free Tears - 0.01 oz x 70 pack,Refresh,4.5,228.0,0.0,31.99
Rogaine Women's 5% Minoxidil Foam For Hair Regrowth Unscented - 2.11 oz x 2 pack,Rogaine,4.0,1499.0,0.0,74.99
Walgreens Certainty Women's ComfortLux Underwear Large Blush - 40 ea,Walgreens Certainty,3.5,79.0,0.0,22.99
Walgreens Cranberry 250 mg Caplets - 50 ea,Walgreens,4.5,92.0,0.0,9.99
NeilMed Sinugator Cordless Pulsating Nasal Wash with 30 Premixed Packets - 1 set,NeilMed,3.5,251.0,0.0,26.99
"Oral-B Glide Pro-Health Original, Smooth, Strong, Shred Resistant (Packaging May Vary) - 54.6 yd x 2 pack",Oral-B Glide,4.5,759.0,0.0,7.0
Nature Made Prenatal Multi + DHA Softgels - 90 ea,Nature Made,4.0,74.0,0.0,39.99
Refresh Soothing Lubricant Eye Gel (Actual Item May Vary) - 0.5 fl oz,Refresh,4.5,210.0,0.0,12.49
Vitafusion Prenatal Gummy Vitamins Raspberry Lemonade - 90 ea,Vitafusion,4.5,375.0,0.0,17.99
Udderly Smooth Body Cream Lightly Scented - 12 oz,Udderly Smooth,4.5,827.0,0.0,5.99
Arm & Hammer Deodorant With Natural Deodorizers Fresh - 2.5 oz,Arm & Hammer,4.0,403.0,0.0,4.99
Vanicream Moisturizing Lotion - 16 fl oz,Vanicream,4.5,214.0,0.0,16.99
TheraBreath Fresh Breath Oral Rinse Mild Flavor (Packaging May Vary) - 16 fl oz,TheraBreath,4.5,613.0,0.0,9.79
